case,truth,T,n,solver,knob,value,nullity,rule,certified,undecidable,floor_binding,gap,near_null,solve_s,spec1,spec2,spec3,spec4,spec5
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,1.0,3,gap,false,21,true,1381,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,2.0,3,gap,false,21,true,690.3,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,3.0,3,gap,false,21,true,460.2,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,5.0,3,gap,false,21,true,276.1,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,10.0,3,gap,false,21,true,138.1,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,20.0,3,threshold,false,21,true,69.03,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,30.0,3,threshold,false,21,true,46.02,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,100.0,3,threshold,false,21,true,13.81,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,300.0,3,threshold,false,21,true,4.602,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,1000.0,3,threshold,false,21,true,1.381,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,c,10000.0,24,threshold,false,0,true,NaN,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,tol,0.001,3,gap,false,21,true,276.1,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,tol,0.0001,3,gap,false,21,true,276.1,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,tol,1.0e-5,3,gap,false,21,true,276.1,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,tol,1.0e-6,3,gap,false,21,true,276.1,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,tol,1.0e-7,3,gap,false,21,true,276.1,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,tol,1.0e-8,3,gap,false,21,true,276.1,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,ArpackSolver,tol,1.0e-9,3,gap,false,21,true,276.1,0,7.235,1.959e-08,2.642e-08,4.964e-08,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,1.0,2,threshold,false,25,true,1.02,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,2.0,3,gap,false,24,true,690.4,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,3.0,3,gap,false,24,true,460.3,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,5.0,3,gap,false,24,true,276.2,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,10.0,3,gap,false,24,true,138.1,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,20.0,3,threshold,false,24,true,69.04,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,30.0,3,threshold,false,24,true,46.03,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,100.0,3,threshold,false,24,true,13.81,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,300.0,3,threshold,false,24,true,4.603,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,1000.0,3,threshold,false,24,true,1.381,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,c,10000.0,27,threshold,false,0,true,NaN,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,tol,0.001,3,gap,false,24,true,276.2,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,tol,0.0001,3,gap,false,24,true,276.2,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,tol,1.0e-5,3,gap,false,24,true,276.2,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,tol,1.0e-6,3,gap,false,24,true,276.2,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,tol,1.0e-7,3,gap,false,24,true,276.2,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,tol,1.0e-8,3,gap,false,24,true,276.2,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
video-40x40x20x3,3,Float16,3609,KrylovSolver,tol,1.0e-9,3,gap,false,24,true,276.2,0,4.332,1.844e-08,3.147e-08,1.216e-07,0.0001646,0.0001651
neardeg-1e-3,2,Float64,108,SVDSolver,c,1.0,2,gap,true,0,true,1.669e+05,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,c,2.0,2,gap,true,0,true,8.343e+04,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,c,3.0,2,gap,true,0,true,5.562e+04,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,c,5.0,2,gap,true,0,true,3.337e+04,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,c,10.0,2,gap,true,0,true,1.669e+04,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,c,20.0,2,gap,true,0,true,8343,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,c,30.0,2,gap,true,0,true,5562,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,c,100.0,2,gap,true,0,true,1669,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,c,300.0,2,gap,true,0,true,556.2,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,c,1000.0,2,gap,true,0,true,166.9,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,c,10000.0,2,threshold,false,0,true,16.69,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,tol,0.001,2,gap,true,0,true,3.337e+04,22,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,tol,0.0001,2,gap,true,0,true,3.337e+04,22,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,tol,1.0e-5,2,gap,true,0,true,3.337e+04,10,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,tol,1.0e-6,2,gap,true,0,true,3.337e+04,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,tol,1.0e-7,2,gap,true,0,true,3.337e+04,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,tol,1.0e-8,2,gap,true,0,true,3.337e+04,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,SVDSolver,tol,1.0e-9,2,gap,true,0,true,3.337e+04,0,0.001,4.797e-17,6.787e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,GramSolver,c,1.0,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,c,2.0,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,c,3.0,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,c,5.0,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,c,10.0,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,c,20.0,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,c,30.0,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,c,100.0,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,c,300.0,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,c,1000.0,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,c,10000.0,0,threshold,false,0,false,34.55,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,tol,0.001,24,threshold,false,0,false,NaN,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,tol,0.0001,24,threshold,false,0,false,NaN,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,tol,1.0e-5,1,threshold,false,0,false,1.331,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,tol,1.0e-6,0,threshold,false,0,false,76.72,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,tol,1.0e-7,0,threshold,true,0,false,7672,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,tol,1.0e-8,0,threshold,true,0,false,6.91e+04,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,GramSolver,tol,1.0e-9,0,threshold,true,0,false,6.91e+04,0,0.001,7.672e-11,1.021e-10,1.148e-10,1.233e-10,1.432e-10
neardeg-1e-3,2,Float64,108,ArpackSolver,c,1.0,2,gap,true,0,true,1.669e+05,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,c,2.0,2,gap,true,0,true,8.343e+04,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,c,3.0,2,gap,true,0,true,5.562e+04,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,c,5.0,2,gap,true,0,true,3.337e+04,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,c,10.0,2,gap,true,0,true,1.669e+04,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,c,20.0,2,gap,true,0,true,8343,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,c,30.0,2,gap,true,0,true,5562,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,c,100.0,2,gap,true,0,true,1669,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,c,300.0,2,gap,true,0,true,556.2,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,c,1000.0,2,gap,true,0,true,166.9,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,c,10000.0,2,threshold,false,0,true,16.69,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,tol,0.001,2,gap,true,0,true,3.337e+04,22,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,tol,0.0001,2,gap,true,0,true,3.337e+04,22,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,tol,1.0e-5,2,gap,true,0,true,3.337e+04,10,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,tol,1.0e-6,2,gap,true,0,true,3.337e+04,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,tol,1.0e-7,2,gap,true,0,true,3.337e+04,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,tol,1.0e-8,2,gap,true,0,true,3.337e+04,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,ArpackSolver,tol,1.0e-9,2,gap,true,0,true,3.337e+04,0,0.001,8.039e-21,4.152e-17,3.705e-11,5.058e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,1.0,2,gap,true,0,false,1.177e+04,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,2.0,2,gap,true,0,false,1.177e+04,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,3.0,2,gap,true,0,false,1.177e+04,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,5.0,2,gap,true,0,false,1.177e+04,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,10.0,2,gap,true,0,false,1.177e+04,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,20.0,2,gap,true,0,true,8343,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,30.0,2,gap,true,0,true,5562,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,100.0,2,gap,true,0,true,1669,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,300.0,2,gap,true,0,true,556.2,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,1000.0,2,gap,true,0,true,166.9,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,c,10000.0,2,threshold,false,0,true,16.69,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,tol,0.001,2,gap,true,0,false,1.177e+04,46,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,tol,0.0001,2,gap,true,0,false,1.177e+04,46,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,tol,1.0e-5,2,gap,true,0,false,1.177e+04,10,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,tol,1.0e-6,2,gap,true,0,false,1.177e+04,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,tol,1.0e-7,2,gap,true,0,false,1.177e+04,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,tol,1.0e-8,0,threshold,false,0,false,2.273,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float64,108,KrylovSolver,tol,1.0e-9,0,threshold,false,0,false,2.273,0,0.042,2.523e-15,3.147e-15,3.705e-11,5.057e-11,5.867e-11
neardeg-1e-3,2,Float32,108,SVDSolver,c,1.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,c,2.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,c,3.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,c,5.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,c,10.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,c,20.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,c,30.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,c,100.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,c,300.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,c,1000.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,c,10000.0,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,tol,0.001,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,tol,0.0001,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,tol,1.0e-5,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,tol,1.0e-6,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,tol,1.0e-7,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,tol,1.0e-8,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,SVDSolver,tol,1.0e-9,24,threshold,false,0,true,NaN,0,0.001,1.051e-08,2.978e-08,3.626e-08,4.052e-08,4.052e-08
neardeg-1e-3,2,Float32,108,GramSolver,c,1.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,c,2.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,c,3.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,c,5.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,c,10.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,c,20.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,c,30.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,c,100.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,c,300.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,c,1000.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,c,10000.0,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,tol,0.001,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,tol,0.0001,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,tol,1.0e-5,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,tol,1.0e-6,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,tol,1.0e-7,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,tol,1.0e-8,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,GramSolver,tol,1.0e-9,24,threshold,false,0,true,NaN,0,0.001,7.093e-09,7.452e-09,7.722e-09,8.388e-09,9.026e-09
neardeg-1e-3,2,Float32,108,ArpackSolver,c,1.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
neardeg-1e-3,2,Float32,108,ArpackSolver,c,2.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
neardeg-1e-3,2,Float32,108,ArpackSolver,c,3.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
neardeg-1e-3,2,Float32,108,ArpackSolver,c,5.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
neardeg-1e-3,2,Float32,108,ArpackSolver,c,10.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
neardeg-1e-3,2,Float32,108,ArpackSolver,c,20.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
neardeg-1e-3,2,Float32,108,ArpackSolver,c,30.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
neardeg-1e-3,2,Float32,108,ArpackSolver,c,100.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
neardeg-1e-3,2,Float32,108,ArpackSolver,c,300.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
neardeg-1e-3,2,Float32,108,ArpackSolver,c,1000.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
neardeg-1e-3,2,Float32,108,ArpackSolver,c,10000.0,24,threshold,false,0,true,NaN,0,0.001,6.427e-12,1.449e-11,6.196e-11,6.387e-11,7.383e-11
