family,case,dims,valence,expected_final,T,seed,config,solver,restricted_nullity,final_nullity,certified,status,undecidable,near_null,rule,gap,selected,next_value,max_zlaw_resid,seconds,notes
sphere,sphere4-40,40x40x40x40,4,4,Float64,20260904,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,2.25384e+11,7.66e-18;4.47e-17;4.683e-17;1.204e-16;1.419e-16;1.902e-16;2.497e-16;2.535e-16;3.278e-16;3.344e-16;4.103e-16;4.379e-16;8.883e-16,0.000400363,2.24319e-13,1.365657,
sphere,sphere4-40,40x40x40x40,4,4,Float64,20260905,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,1.10061e+11,5.19e-17;8.075e-17;9.545e-17;1.473e-16;1.63e-16;1.64e-16;2.556e-16;3.174e-16;3.614e-16;4.221e-16;4.386e-16;6.234e-16;8.036e-16,0.000195507,1.43804e-13,1.661300,
sphere,sphere4-40,40x40x40x40,4,4,Float64,20260906,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,1.25485e+12,7.19e-18;1.792e-17;1.909e-17;4.35e-17;6.785e-17;1.76e-16;1.832e-16;2.325e-16;2.675e-16;2.888e-16;2.927e-16;5.924e-16;6.038e-16,0.00222905,5.71082e-14,1.041702,
sphere,sphere4-40,40x40x40x40,4,4,Float64,20260907,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,7.76871e+10,3.085e-18;6.088e-17;9.559e-17;1.345e-16;2.256e-16;2.488e-16;2.647e-16;2.994e-16;3.42e-16;3.543e-16;4.077e-16;4.724e-16;8.831e-16,0.000138,6.83375e-13,1.241383,
sphere,sphere4-40,40x40x40x40,4,4,Float64,20260908,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,2.60398e+11,7.408e-17;1.253e-16;1.368e-16;2.177e-16;2.288e-16;2.318e-16;2.436e-16;3.575e-16;3.749e-16;4.1e-16;4.47e-16;4.588e-16;7.75e-16,0.000462561,1.64156e-13,1.314671,
sphere,sphere4-40,40x40x40x40,4,4,Float64,20260909,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,7.81237e+11,2.774e-18;4.446e-17;1.295e-16;1.698e-16;1.857e-16;2.011e-16;2.349e-16;2.467e-16;3.999e-16;4.089e-16;6.596e-16;7.012e-16;7.362e-16,0.00138776,7.57926e-14,1.392414,
sphere,sphere4-40,40x40x40x40,4,4,Float32,20260904,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,222.7,2.845e-8;5.022e-8;6.144e-8;6.98e-8;8.245e-8;9.4e-8;1.167e-7;1.238e-7;1.449e-7;1.952e-7;2.261e-7;2.284e-7;3.049e-7,0.000212383,0.0013583,0.542099,
sphere,sphere4-40,40x40x40x40,4,4,Float32,20260905,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,618.054,1.147e-8;1.718e-8;2.375e-8;3.081e-8;1.057e-7;1.263e-7;1.829e-7;1.867e-7;1.891e-7;2.201e-7;3.742e-7;4.01e-7;5.45e-7,0.000589422,0.000100104,0.423656,
sphere,sphere4-40,40x40x40x40,4,4,Float32,20260906,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,982.647,4.771e-9;6.752e-9;1.906e-8;1.17e-7;1.284e-7;1.296e-7;1.633e-7;2.014e-7;2.474e-7;2.55e-7;3.924e-7;4.496e-7;5.029e-7,0.000937125,7.20543e-05,0.561498,
sphere,sphere4-40,40x40x40x40,4,4,Float32,20260907,mf-arpack,ArpackSolver,13,4,false,ok,0,0,threshold,82.5972,3.911e-9;5.871e-9;1.59e-8;2.323e-8;4.333e-8;5.492e-8;1.547e-7;1.766e-7;2.522e-7;2.814e-7;3.096e-7;4.232e-7;7.499e-7,7.87708e-05,0.00594869,0.464823,
sphere,sphere4-40,40x40x40x40,4,4,Float32,20260908,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,452.611,1.073e-8;1.909e-8;3.484e-8;4.014e-8;4.101e-8;6.322e-8;7.541e-8;1.425e-7;1.432e-7;1.751e-7;2.113e-7;2.134e-7;2.394e-7,0.000431644,9.93581e-05,0.488816,
sphere,sphere4-40,40x40x40x40,4,4,Float32,20260909,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,741.625,8.389e-9;1.573e-8;4.61e-8;6.184e-8;1.233e-7;1.363e-7;1.412e-7;2.013e-7;2.187e-7;3.295e-7;3.306e-7;3.546e-7;5.044e-7,0.000707269,1.96628e-05,0.436147,
video,video-smooth,40x40x20x3,4,3,Float64,20260904,mf-arpack,ArpackSolver,3,3,true,ok,0,0,gap,1.59522e+08,1.201e-16;1.726e-16;2.737e-16,2.83369e-07,3.57223e-14,0.274121,
video,video-smooth,40x40x20x3,4,3,Float64,20260905,mf-arpack,ArpackSolver,3,3,true,ok,0,0,gap,1.00861e+08,7.596e-17;9.47e-17;2.361e-16,1.79165e-07,2.30336e-13,0.117918,
video,video-smooth,40x40x20x3,4,3,Float64,20260906,mf-arpack,ArpackSolver,3,3,true,ok,0,0,gap,2.87828e+08,6.323e-17;2.522e-16;3.62e-16,5.11286e-07,1.60948e-13,0.118558,
video,video-smooth,40x40x20x3,4,3,Float64,20260907,mf-arpack,ArpackSolver,3,3,true,ok,0,0,gap,2.67197e+08,1.638e-16;4.256e-16;4.983e-16,4.74638e-07,2.7848e-13,0.119300,
video,video-smooth,40x40x20x3,4,3,Float64,20260908,mf-arpack,ArpackSolver,3,3,true,ok,0,0,gap,9.37269e+07,5.129e-18;8.242e-17;2.059e-16,1.66492e-07,4.15134e-13,0.122222,
video,video-smooth,40x40x20x3,4,3,Float64,20260909,mf-arpack,ArpackSolver,3,3,true,ok,0,0,gap,1.00857e+08,7.044e-17;7.052e-17;1.772e-16,1.79158e-07,5.50306e-13,0.125592,
